datetime,open,high,low,close,volume
2026-02-18 02:00:00+00:00,1.18505,1.18535,1.18504,1.18527,476
2026-02-18 02:15:00+00:00,1.18526,1.18534,1.18499,1.18516,437
2026-02-18 02:30:00+00:00,1.18516,1.18531,1.18476,1.18493,472
2026-02-18 02:45:00+00:00,1.18493,1.18515,1.18465,1.18471,565
2026-02-18 03:00:00+00:00,1.18471,1.18478,1.18435,1.18444,665
2026-02-18 03:15:00+00:00,1.18443,1.18446,1.18422,1.18438,370
2026-02-18 03:30:00+00:00,1.18438,1.18459,1.18433,1.18458,363
2026-02-18 03:45:00+00:00,1.18458,1.18468,1.18446,1.18462,255
2026-02-18 04:00:00+00:00,1.18462,1.18472,1.18425,1.18431,518
2026-02-18 04:15:00+00:00,1.1843,1.18453,1.18404,1.18446,440
2026-02-18 04:30:00+00:00,1.18446,1.18454,1.18428,1.18454,233
2026-02-18 04:45:00+00:00,1.18454,1.18461,1.18432,1.18445,318
2026-02-18 05:00:00+00:00,1.18445,1.1846700000000001,1.18428,1.18449,306
2026-02-18 05:15:00+00:00,1.1844999999999999,1.18451,1.18415,1.1844999999999999,287
2026-02-18 05:30:00+00:00,1.1844999999999999,1.18453,1.18421,1.18422,351
2026-02-18 05:45:00+00:00,1.18423,1.18425,1.1840600000000001,1.18411,284
2026-02-18 06:00:00+00:00,1.18411,1.18415,1.18391,1.18415,348
2026-02-18 06:15:00+00:00,1.18415,1.18436,1.184,1.1842,321
2026-02-18 06:30:00+00:00,1.1842,1.18433,1.18409,1.18425,233
2026-02-18 06:45:00+00:00,1.18425,1.18431,1.18392,1.18417,220
2026-02-18 07:00:00+00:00,1.18417,1.1844999999999999,1.1841599999999999,1.18447,257
2026-02-18 07:15:00+00:00,1.18447,1.1844999999999999,1.18424,1.18429,214
2026-02-18 07:30:00+00:00,1.18429,1.18444,1.1842,1.1843,258
2026-02-18 07:45:00+00:00,1.1843,1.18457,1.1842,1.18456,258
2026-02-18 08:00:00+00:00,1.18456,1.18463,1.18398,1.18415,351
2026-02-18 08:15:00+00:00,1.18415,1.18438,1.18413,1.18436,327
2026-02-18 08:30:00+00:00,1.18436,1.18445,1.18402,1.18435,388
2026-02-18 08:45:00+00:00,1.18435,1.18459,1.18419,1.18446,440
2026-02-18 09:00:00+00:00,1.18446,1.18463,1.18386,1.1839,877
2026-02-18 09:15:00+00:00,1.1839,1.18391,1.18349,1.18349,707
2026-02-18 09:30:00+00:00,1.1835,1.18376,1.18329,1.18349,918
2026-02-18 09:45:00+00:00,1.18349,1.1837,1.18311,1.18347,820
2026-02-18 10:00:00+00:00,1.18347,1.18376,1.18307,1.18362,1236
2026-02-18 10:15:00+00:00,1.18362,1.18381,1.18315,1.18361,1126
2026-02-18 10:30:00+00:00,1.18361,1.18369,1.1828,1.18289,935
2026-02-18 10:45:00+00:00,1.18289,1.18327,1.18286,1.1831,1075
2026-02-18 11:00:00+00:00,1.1831,1.18385,1.18298,1.1836,1233
2026-02-18 11:15:00+00:00,1.18359,1.1836,1.18319,1.18342,819
2026-02-18 11:30:00+00:00,1.18342,1.18352,1.18279,1.18307,819
2026-02-18 11:45:00+00:00,1.18309,1.1838,1.18307,1.1836,959
2026-02-18 12:00:00+00:00,1.1836,1.18405,1.18348,1.18388,914
2026-02-18 12:15:00+00:00,1.18387,1.18407,1.18368,1.18387,728
2026-02-18 12:30:00+00:00,1.18391,1.18391,1.18321,1.18336,837
2026-02-18 12:45:00+00:00,1.18336,1.18361,1.18307,1.1832,776
2026-02-18 13:00:00+00:00,1.1832,1.1832799999999999,1.1829,1.1832,679
2026-02-18 13:15:00+00:00,1.18319,1.18335,1.18304,1.1832,668
2026-02-18 13:30:00+00:00,1.1832,1.18351,1.18316,1.18339,588
2026-02-18 13:45:00+00:00,1.18339,1.18377,1.18326,1.18346,841
2026-02-18 14:00:00+00:00,1.18346,1.18382,1.18333,1.18369,702
2026-02-18 14:15:00+00:00,1.1837,1.1843,1.18369,1.18425,866
2026-02-18 14:30:00+00:00,1.18425,1.18471,1.184,1.1844000000000001,918
2026-02-18 14:45:00+00:00,1.1844000000000001,1.18444,1.1837900000000001,1.18397,1156
2026-02-18 15:00:00+00:00,1.18397,1.18485,1.18397,1.18444,1244
2026-02-18 15:15:00+00:00,1.18445,1.18461,1.18367,1.18373,1177
2026-02-18 15:30:00+00:00,1.18374,1.18388,1.18313,1.1832,1657
2026-02-18 15:45:00+00:00,1.1832,1.1832799999999999,1.18235,1.18236,1544
2026-02-18 16:00:00+00:00,1.18236,1.18277,1.18215,1.18235,1501
